iter	Logloss
281	0.2771830049
282	0.2770827831
283	0.2770255227
284	0.2769553386
285	0.2767938578
286	0.2766980185
287	0.2765716937
288	0.2764672813
289	0.2763339828
290	0.2762004604
291	0.2760630993
292	0.2759431723
293	0.2758773068
294	0.275788761
295	0.2757144824
296	0.2756047599
297	0.2755196369
298	0.2754499327
299	0.2753325648
300	0.2752474099
301	0.2751164786
302	0.2748867971
303	0.2747391035
304	0.2746846261
305	0.2745965602
306	0.2745056472
307	0.2744082725
308	0.2743324904
309	0.2741562945
310	0.2740522021
311	0.2739312194
312	0.2739191915
313	0.2737753686
314	0.2736351925
315	0.2735326355
316	0.2733571115
317	0.2733567596
318	0.2732987954
319	0.2731865777
320	0.273047969
321	0.2729609907
322	0.2728436228
323	0.2726997679
324	0.2725457405
325	0.2724504131
326	0.2724025894
327	0.272310141
328	0.2722054727
329	0.2720365384
330	0.2719268479
331	0.2718557682
332	0.2717900626
333	0.2716593872
334	0.2714778812
335	0.2713333546
336	0.2712611872
337	0.2711412602
338	0.2710373597
339	0.2709692549
340	0.270895904
341	0.2707839422
342	0.270655794
343	0.2705570117
344	0.2704297592
345	0.2703243871
346	0.2701678966
347	0.27009944
348	0.2699667493
349	0.2698140334
350	0.2696810548
351	0.2695613197
352	0.2693091818
353	0.2692723304
354	0.2691088023
355	0.2690429048
356	0.2689186592
357	0.2687626805
358	0.2686537897
359	0.2685516805
360	0.2684129759
361	0.2683236464
362	0.2682363642
363	0.2680920295
364	0.2680090498
365	0.2679022703
366	0.267756864
367	0.2675947273
368	0.2675036864
369	0.2674406519
370	0.2674261769
371	0.2673100246
372	0.2671812205
373	0.2670814626
374	0.2670033773
375	0.2669306341
376	0.2667947125
377	0.266696794
378	0.2665873753
379	0.2664562201
380	0.2663472813
381	0.2662482272
382	0.2661171519
383	0.2659962172
384	0.2658662936
385	0.2657037891
386	0.2655718821
387	0.2654804734
388	0.2653993491
389	0.265323503
390	0.2651834868
391	0.2650842087
392	0.2650023806
393	0.2648768075
394	0.2647163503
395	0.264576782
396	0.2644723056
397	0.2643344647
398	0.2642388174
399	0.2641630513
400	0.2640357827
401	0.263911985
402	0.2638233433
403	0.2637498324
404	0.2636656691
405	0.2635541232
406	0.2634268867
407	0.2632978907
408	0.2631640484
409	0.2630590603
410	0.2629434518
411	0.2628296666
412	0.2626931372
413	0.2626051673
414	0.2624933655
415	0.2623692958
416	0.26225743
417	0.262175554
418	0.2620870242
419	0.261967737
420	0.2618522244
421	0.261762527
422	0.2616566592
423	0.2615971755
424	0.2615208176
425	0.2614093037
426	0.2613164554
427	0.2612138184
428	0.2611019846
429	0.2610389182
430	0.2609148006
431	0.2608027428
432	0.2607344461
433	0.2606268349
434	0.2605091631
435	0.2604409784
436	0.2603433317
437	0.2602180145
438	0.2601114589
439	0.2599995931
440	0.259844702
441	0.2597253987
442	0.2595964988
443	0.2594799466
444	0.259393608
445	0.2592887958
446	0.2592165485
447	0.2591539299
448	0.2590315397
449	0.258939827
450	0.2588264257
451	0.2587184786
452	0.2585614922
453	0.2584747059
454	0.2583394081
455	0.2581603972
456	0.2580314812
457	0.2579433353
458	0.2578076856
459	0.2576629031
460	0.2575804193
461	0.2574558538
462	0.2573152938
463	0.25725621
464	0.2571220158
465	0.2570358692
466	0.2569132871
467	0.2567989581
468	0.2567238798
469	0.2566303437
470	0.2565317214
471	0.2564314996
472	0.2563328453
473	0.2562093995
474	0.256105467
475	0.2560123468
476	0.2559020644
477	0.2557722687
478	0.2556130751
479	0.2554935319
480	0.2553162645
481	0.2552078695
482	0.2551062082
483	0.2549951581
484	0.2548997347
485	0.2547894364
486	0.2547000269
487	0.254620614
488	0.2544316706
489	0.2543450282
490	0.2542668469
491	0.254163922
492	0.2540641001
493	0.2539402064
494	0.2538225506
495	0.2536992327
496	0.2535733557
497	0.2534504377
498	0.2533638912
499	0.2532051774
500	0.2531112095
501	0.2530211603
502	0.2529109259
503	0.2527981484
504	0.2525508249
505	0.2524536261
506	0.2523376177
507	0.2522419064
508	0.2521418925
509	0.2520050753
510	0.2519157138
511	0.2518312786
512	0.2517389741
513	0.2516440785
514	0.2515580759
515	0.2514689384
516	0.2513829517
517	0.2512802508
518	0.2511279188
519	0.2509847517
520	0.2508865133
521	0.2507844681
522	0.250711501
523	0.2506071846
524	0.2504939273
525	0.2504097161
526	0.2503293595
527	0.2501842251
528	0.2500801966
529	0.2499738809
530	0.2498777697
531	0.2497870487
532	0.2496976393
533	0.2496113327
534	0.249531456
535	0.2494271876
536	0.2493194324
537	0.249229927
538	0.2491569119
539	0.2489973344
540	0.2488908908
541	0.2488072393
542	0.2486768039
543	0.2485434574
544	0.2484625091
545	0.2483728757
546	0.2482826185
547	0.2481936729
548	0.2481126126
549	0.2480062169
550	0.2479096099
551	0.2478176733
552	0.2477093903
553	0.2476040342
554	0.247502325
555	0.2474188975
556	0.2473403003
557	0.24725321
558	0.2471464305
559	0.2470623472
560	0.2469832542
561	0.2468622236
562	0.2467822989
563	0.2466621639
564	0.2465337597
565	0.246418887
566	0.2463215122
567	0.2461918285
568	0.2460998279
569	0.246008691
570	0.2458902355
571	0.2458411643
572	0.2457592402
573	0.2456361623
574	0.2455654984
575	0.2454872051
576	0.2454035217
577	0.2453318982
578	0.2452545646
579	0.245177071
580	0.2451150122
581	0.2449823376
582	0.2448892493
583	0.2448131953
584	0.2447299597
585	0.2446574085
586	0.2445992044
587	0.2444902816
588	0.2444147714
589	0.2443292486
590	0.2442955801
591	0.2441014704
592	0.2440349651
593	0.2439774007
594	0.2438787624
595	0.2437939114
596	0.2436902028
597	0.2436417714
598	0.2435480434
599	0.243473077
600	0.2433996301
601	0.2433106844
602	0.2432918908
603	0.2432178521
604	0.2431396388
605	0.243071918
606	0.2430121784
607	0.2429471926
608	0.2428486502
609	0.2426871054
610	0.2425922578
611	0.2424784246
612	0.2423227498
613	0.2422410177
614	0.242161205
615	0.2420854708
616	0.2419534039
617	0.2418896817
618	0.2418066701
619	0.241716077
620	0.2415639849
621	0.2414506316
622	0.2413575434
623	0.2412835207
624	0.2412048596
625	0.2411267423
626	0.2410235455
627	0.2409297375
628	0.2408632802
629	0.2407579082
630	0.2406306557
631	0.2405672213
632	0.2404995964
633	0.2403774941
634	0.2403082538
635	0.2402244904
636	0.2401253722
637	0.2400280934
638	0.2399406993
639	0.2398609025
640	0.239809912
641	0.2397392001
642	0.239680852
643	0.2396350117
644	0.2395423713
645	0.2394016194
646	0.239323806
647	0.239200856
648	0.2390920771
649	0.2390276991
650	0.2389532765
651	0.2388700089
652	0.2387608462
653	0.2386638074
654	0.2385969822
655	0.2385255346
656	0.2384588374
657	0.2383527296
658	0.2382599453
659	0.2381980464
660	0.2381193533
661	0.2380536477
662	0.2379549454
663	0.2378862649
664	0.2377968074
665	0.2377148994
666	0.2376420763
667	0.2375734597
668	0.2374277655
669	0.2373386919
670	0.2372485627
671	0.2371640635
672	0.2370522137
673	0.2369838051
674	0.2368789289
675	0.236779043
676	0.2367031969
677	0.2366141713
678	0.2365753526
679	0.2365543357
680	0.2364944362
681	0.2364703164
682	0.2363718541
683	0.2362004246
684	0.2360959323
685	0.2359919358
686	0.2359194646
687	0.2358514718
688	0.2358018087
689	0.2357304891
690	0.2356408717
691	0.2355779172
692	0.2354766398
693	0.2354401562
694	0.2352460785
695	0.2351756866
696	0.2351080617
697	0.2350489618
698	0.2349437338
699	0.2348422964
700	0.2347548063
701	0.2347018004
702	0.2346400775
703	0.2345572738
704	0.234442401
705	0.2343914744
706	0.2342907408
707	0.234196341
708	0.2341183357
709	0.2339625009
710	0.2338938203
711	0.2338255556
712	0.2337732215
713	0.2336746792
714	0.2336196899
715	0.2334929172
716	0.2334225253
717	0.2333633935
718	0.2333066289
719	0.2331649013
720	0.2330416953
721	0.232969576
722	0.2329088927
723	0.2327992661
724	0.232714687
725	0.232650309
726	0.2325766381
727	0.2325201614
728	0.2324551116
729	0.2323900299
730	0.2323118806
731	0.2322366902
732	0.2321589568
733	0.232099697
734	0.2320298649
735	0.2319645752
736	0.231856756
737	0.2317508402
738	0.2316337601
739	0.2315834733
740	0.2314902412
741	0.2313722814
742	0.2313241059
743	0.2312578405
744	0.2311924389
745	0.23110127
746	0.2310097812
747	0.2309569033
748	0.2308744994
749	0.2308078022
750	0.2306640433
751	0.2305542568
752	0.2304682062
753	0.2304020048
754	0.2303211684
755	0.2302107901
756	0.2301182617
757	0.2300419837
758	0.2299431695
759	0.2298564311
760	0.2297592003
761	0.2296812749
762	0.2295714244
763	0.2295144199
764	0.2294327038
765	0.2293642152
766	0.2292873934
767	0.2292105877
768	0.2290693559
769	0.229007473
770	0.2289125135
771	0.2288588358
772	0.2287458184
773	0.228659224
774	0.2285885281
775	0.2285255896
776	0.2284840678
777	0.2284252559
778	0.2283467867
779	0.2282908378
780	0.2281982294
781	0.2281188005
782	0.2280540546
783	0.2279993533
784	0.227906617
785	0.2278198306
786	0.2277179294
787	0.22765192
788	0.2275870461
789	0.2275267787
790	0.2274532678
791	0.2273611872
792	0.2272585023
793	0.2272065361
794	0.2271347846
795	0.2270728857
796	0.2269963838
797	0.2269133242
798	0.2268364544
799	0.2267709888
800	0.226714736
801	0.2266446479
802	0.2265609325
803	0.2264812477
804	0.2264352475
805	0.2263415515
806	0.2262876499
807	0.2261853648
808	0.2261265689
809	0.2260329049
810	0.2259751806
811	0.2259060842
812	0.2258400747
813	0.2257809589
814	0.2257056406
815	0.2256237646
816	0.2255576592
817	0.2255059328
818	0.2254634993
819	0.2254071186
820	0.2253548484
821	0.225303442
822	0.2252171514
823	0.2251444243
824	0.2250715852
825	0.2249910527
826	0.2249283701
827	0.2248769316
828	0.2248005737
829	0.2247656416
830	0.224700192
831	0.2245569609
832	0.2244949501
833	0.2244199677
834	0.2243724319
835	0.2243099253
836	0.2241376641
837	0.2240394256
838	0.223991618
839	0.2239194986
840	0.2238390141
841	0.2237941014
842	0.2237194709
843	0.2236390024
844	0.2235930341
845	0.2235427633
846	0.2234216526
847	0.2233370095
848	0.2232794772
849	0.2232194017
850	0.2231622532
851	0.2230701247
852	0.2230072981
853	0.2229576191
854	0.2229009984
855	0.2228489842
856	0.222793915
857	0.222697116
858	0.2226401915
859	0.2225581075
860	0.2225190648
861	0.222445282
862	0.2223857024
863	0.2223009153
864	0.2222493969
865	0.2221623547
866	0.2220875642
867	0.2219961234
868	0.2219268031
869	0.2218294923
870	0.2217374918
871	0.2216186204
872	0.221569741
873	0.2215247804
874	0.2214542125
875	0.221391402
876	0.2213351652
877	0.221277137
878	0.2211888471
879	0.2211178794
880	0.2210785168
881	0.2210100602
882	0.2209664111
883	0.2208806324
884	0.2207923425
885	0.2206988385
886	0.2206392108
887	0.2205905874
888	0.2205014339
889	0.2204389912
890	0.2203653204
891	0.2203032296
892	0.2202225211
893	0.2201636132
894	0.2200612322
895	0.2200014446
896	0.2199186089
897	0.2198503442
898	0.2197852145
899	0.2197349756
900	0.2196731887
901	0.2196410237
902	0.2195721032
903	0.2195069255
904	0.2194441629
905	0.219321133
906	0.219271198
907	0.2191957358
908	0.2191567411
909	0.2190694109
910	0.2190012262
911	0.2189601202
912	0.218899453
913	0.2187932012
914	0.218747153
915	0.2186937952
916	0.2186343915
917	0.2185939573
918	0.2185131529
919	0.2184321246
920	0.2183159402
921	0.2182670609
922	0.2182225801
923	0.2181771076
924	0.2181249335
925	0.2180900174
926	0.218023816
927	0.2179491855
928	0.2178659019
929	0.2177917033
930	0.2177255978
931	0.2176457051
932	0.2175745454
933	0.2175034177
934	0.2174284193
935	0.2173603146
936	0.2173173852
937	0.2172632117
938	0.217198002
939	0.2171404377
940	0.2170290517
941	0.2169757099
942	0.2169131233
943	0.2168610131
944	0.21681143
945	0.2167513545
946	0.2166949258
947	0.2166236861
948	0.21656569
949	0.2164960177
950	0.2164421641
951	0.2163643667
952	0.2163140159
953	0.2162644808
954	0.2162045653
955	0.2161397554
956	0.2160728023
957	0.2160265781
958	0.2159627918
959	0.2159104257
960	0.2158282298
961	0.215760205
962	0.2156936358
963	0.2156350958
964	0.2155655835
965	0.2155103703
966	0.2154462322
967	0.2152964594
968	0.2152044908
969	0.2151385613
970	0.2150417464
971	0.2149805993
972	0.2149377979
973	0.2148652147
974	0.2148165433
975	0.2147678079
976	0.2146938812
977	0.214629967
978	0.214565573
979	0.21449814
980	0.2144518198
981	0.2143542692
982	0.2143009754
983	0.214234678
984	0.2141798967
985	0.2141274186
986	0.2140519564
987	0.2139790533
988	0.2139101968
989	0.2138168047
990	0.2137444774
991	0.2136737815
992	0.2135941447
993	0.2135442898
994	0.2135350449
995	0.21346758
996	0.2134044175
997	0.2133361369
998	0.213253717
999	0.213157094
